Genes	TCGA-24-1553-01A	TCGA-36-1569-01A	TCGA-24-1603-01A	TCGA-24-1557-01A	TCGA-24-1104-01A	TCGA-61-1724-01A	TCGA-24-1464-01A	TCGA-25-1318-01A	TCGA-24-1105-01A	TCGA-24-2023-01A	TCGA-29-1776-01A	TCGA-25-2409-01A	TCGA-25-1329-01A	TCGA-61-1911-01A	TCGA-24-2298-01A	TCGA-13-1489-01A	TCGA-61-1914-01A	TCGA-24-1431-01A	TCGA-24-1416-01A	TCGA-29-1696-01A	TCGA-24-1604-01A	TCGA-29-1711-01A	TCGA-36-1570-01A	TCGA-59-2348-01A	TCGA-25-1631-01A	TCGA-24-2033-01A	TCGA-24-1103-01A	TCGA-25-1322-01A	TCGA-24-1552-01A	TCGA-25-1321-01A	TCGA-59-2352-01A	TCGA-61-1918-01A	TCGA-25-1313-01A	TCGA-13-1511-01A	TCGA-24-2267-01A	TCGA-25-2400-01A	TCGA-29-1763-01A	TCGA-61-2008-01A	TCGA-29-1690-01A	TCGA-24-2024-01A	TCGA-29-1688-01A	TCGA-29-2427-01A	TCGA-13-1507-01A	TCGA-29-1769-01A	TCGA-24-1428-01A	TCGA-30-1866-01A	TCGA-23-1123-01A	TCGA-25-2399-01A	TCGA-61-1907-01A	TCGA-24-2261-01A	TCGA-61-1995-01A	TCGA-13-2060-01A	TCGA-24-2290-01A	TCGA-13-1497-01A	TCGA-24-2288-01A	TCGA-13-1404-01A	TCGA-24-1422-01A	TCGA-29-1710-01A	TCGA-29-1766-01A	TCGA-13-1483-01A	TCGA-13-1410-01A	TCGA-13-1488-01A	TCGA-29-1770-01A	TCGA-29-1693-01A	TCGA-30-1891-01A	TCGA-24-1430-01A	TCGA-25-1628-01A	TCGA-29-1705-01A	TCGA-13-1499-01A	TCGA-36-1580-01A	TCGA-25-1320-01A	TCGA-61-1919-01A	TCGA-24-1562-01A	TCGA-29-1785-01A	TCGA-23-1122-01A	TCGA-25-1635-01A	TCGA-24-1435-01A	TCGA-24-2289-01A	TCGA-13-1485-01A	TCGA-36-1576-01A	TCGA-29-2414-01A	TCGA-29-1777-01A	TCGA-13-1501-01A	TCGA-13-1495-01A	TCGA-13-1487-01A	TCGA-24-1467-01A	TCGA-24-2027-01A	TCGA-25-1312-01A	TCGA-24-2020-01A	TCGA-29-1774-01A	TCGA-61-1910-01A	TCGA-29-1762-01A	TCGA-24-1558-01A	TCGA-61-1741-01A	TCGA-13-1492-01A	TCGA-36-1571-01A	TCGA-29-1697-01A	TCGA-61-1900-01A	TCGA-61-2088-01A	TCGA-13-1409-01A	TCGA-36-1581-01A	TCGA-24-1923-01A	TCGA-24-1550-01A	TCGA-24-1563-01A	TCGA-25-1630-01A	TCGA-25-1323-01A	TCGA-25-1623-01A	TCGA-36-1577-01A	TCGA-25-2396-01A	TCGA-24-1474-01A	TCGA-25-1319-01A	TCGA-25-2404-01A	TCGA-29-1768-01A	TCGA-59-2351-01A	TCGA-24-1551-01A	TCGA-24-1544-01A	TCGA-24-1565-01A	TCGA-25-1316-01A	TCGA-09-2056-01A
GLOD4	0.445765	0.14713	-0.404	0.21053	-0.0185	0.56553	-0.12847	0.62953	-0.756	-0.401	-0.277	-0.121235	-0.12547	0.248765	-0.59847	-0.143105	-0.369	-0.38947	-0.06947	0.06338	0.304	-0.15547	-0.31247	-0.37747	0.08503	-0.04547	-0.313735	0.04003	-0.0784	0.401	1.39153	0.14203	0.62653	-0.13347	-0.0119	-0.552	0.389265	0.463765	0.68453	0.552265	-0.209235	0.32753	0.22753	-0.14747	1.07	1.42	0.823	-0.22847	-0.012815	0.41753	-0.036035	0.46453	-0.253735	0.35053	-0.243	-0.15647	-0.08547	0.32053	0.25853	0.03693	0.09503	0.171	-0.46847	-0.349735	-0.19247	-0.370235	-0.069085	-0.29547	0.0912	0.52053	-0.13	-0.144	-0.099335	-0.238	0.09693	0.175	-0.384285	0.270265	0.17453	-0.0677	0.414	-0.245	-0.24447	-0.0122	0.05326	0.137	0.264	0.00103	0.32	0.372	0.79553	-0.393735	0.97553	0.263165	-0.30147	0.14653	0.205265	1.16	-0.01197	0.42453	-0.474	0.105	-0.345	-0.0283	-0.0566	0.04113	0.426765	-0.52647	0.64053	0.87053	-1.24	0.068315	-0.137935	0.04013	-0.291	0.24253	0.65953	0.499	-0.19647
PDIA4	0.0028275	-0.432085	-0.225	-0.056685	-0.024	0.272915	-0.578085	-0.390085	-1.11	0.107	-0.609	-0.0646925	-0.599085	-0.1097425	-0.208085	0.5014575	0.537	0.340915	-0.316085	-0.190085	0.119	0.194915	-0.373085	-0.088685	0.066315	0.153915	0.9629575	0.033415	-0.755	0.262	0.108915	0.323915	0.737915	0.586915	1.09	0.401	0.8614575	-0.5780425	-0.490085	0.3054575	0.1604575	0.088915	0.079915	0.500915	-0.438	-0.474	-0.542	-0.194085	-1.1125425	-0.061885	-0.6240425	0.207915	0.4304575	0.958915	0.131	0.182915	0.096915	-0.037885	-0.326085	0.197915	0.294915	-0.00227	-0.189085	0.8409575	-0.113085	-0.0008575	0.0352075	-0.398085	-0.145	0.049015	0.188	0.543	-0.1155425	0.0525	-0.279085	-0.4	0.1634575	-0.7040425	-0.251085	0.0482	-0.432	0.7	0.186915	0.385	-0.197085	0.623	-0.183	-0.119985	0.719	0.382	0.168915	0.2549575	0.123915	-0.2630425	0.677915	-0.209085	-0.3295425	0.509	-0.248085	-0.370085	-0.0459	-0.231	0.319	-0.294	-0.0772	-0.138085	-0.2510425	-0.481085	-0.346085	-0.172085	-0.572	-0.1801925	-0.2060425	0.083915	-0.581	1.319915	-0.321085	0.346	-0.047685
LDHB	0.23385	0.5317	-0.456	-0.4023	-0.396	-0.1063	-0.0162	-0.5693	-0.00259	-1.95	0.11	0.10835	-0.6553	-1.53115	0.2737	0.35485	0.0415	-0.1193	0.1647	0.046	0.55	-0.6463	0.1307	-0.4953	-0.0305	0.4157	-0.13085	-0.3803	0.0214	1.26	0.6687	-0.5393	-0.3793	-0.0474	0.379	-0.519	0.18285	-0.15365	0.00048	0.0867	-0.37565	-0.1493	-0.2693	1.1377	-0.249	-0.0903	0.399	-0.1593	0.29685	-0.7233	0.60535	-0.3803	0.26835	-0.00095	0.268	0.06	-0.3563	-0.9463	0.1197	0.0478	-0.7253	-0.263	-0.1643	-0.24865	0.7937	-0.1005	-0.23065	0.0423	0.0312	0.4587	-0.557	0.406	-0.49215	-0.381	-0.5723	0.686	-0.89615	-0.41365	-0.1263	-0.109	0.255	0.00562	0.4767	-0.147	0.1807	-0.0179	-0.528	0.0183	1.34	0.756	-0.6323	0.36285	0.4457	0.33535	-0.2053	1.2177	0.73385	0.208	0.4797	0.2607	-0.681	0.159	-0.498	-0.169	0.599	-0.0138	-0.55265	-0.5873	0.1277	0.7977	-0.259	-0.38865	-0.40415	-0.0605	-0.593	0.2127	0.0226	0.711	-0.6403
ASNA1	-0.45415	-0.3463	0.131	-0.3993	-0.0993	0.5427	-0.2783	0.1657	-0.356	0.428	-0.583	0.26535	-0.0283	0.31835	-0.0293	0.1521	-0.337	-0.4653	0.6187	-0.4943	-0.347	-0.0243	0.6097	-0.6333	-0.2723	-0.7873	-0.32835	-0.3193	-0.338	-0.284	0.3387	-0.067	-0.6063	0.2577	-0.0675	0.0799	-0.53415	-0.54465	-0.7713	0.16885	0.16435	-0.5563	-0.4573	-0.4943	-0.205	1.2	1.5	0.4717	-0.28815	-0.6043	0.26885	-0.2284	-0.61765	0.5347	-0.202	-0.0904	0.0517	-0.4713	0.0607	-0.4193	0.6297	-0.109	-0.128	-0.44015	0.0977	-0.60115	-0.033745	-0.0854	0.0103	0.2057	-0.524	-0.0597	0.0296	-0.254	-0.5913	-0.209	0.20485	-0.49315	-0.6723	-0.459	0.247	-0.122	-0.0543	0.564	0.1257	-0.376	-0.0685	1.4237	-0.614	-0.816	-0.3673	0.22185	2.1137	0.19785	-0.7473	-0.3283	0.29435	-0.231	0.4957	0.5957	0.207	-1.07	-0.375	-0.522	-0.254	0.5517	-0.12265	-0.4983	0.1857	1.1537	0.851	-0.47165	-0.20465	-0.7323	-0.991	-0.3443	-0.2783	-0.12	-0.3923
S100A1	-0.83249	1.3158	1.49	-0.4692	0.198	3.7258	-0.9642	3.0158	-0.159	0.125	1.72	-1.0276	0.0193	-1.3626	-0.3672	1.9429	1.95	1.5858	-2.8442	0.7838	1.5	2.7058	0.0828	2.1658	1.0858	-0.6372	-0.9711	-1.7242	-2.21	0.23	-1.0242	0.4598	2.1658	-0.9842	-0.437	-0.986	-0.4786	-0.03815	1.2258	1.7379	0.06005	2.1258	-0.4892	-0.6832	-1.45	0.711	-0.341	-0.7012	-4.0771	-0.1012	-2.6171	0.2698	0.6354	-6.2942	0.617	-2.9742	1.2258	1.8858	0.3508	-0.4682	3.1658	-0.368	-1.2242	0.7244	-0.5382	0.6954	-1.3851	-1.2342	-3.09	1.1558	-1.41	-0.777	-0.1441	0.578	-1.3442	-4.66	0.3594	-1.3756	-0.2092	-1.83	0.0535	0.248	0.4718	-0.916	0.5458	0.339	0.781	1.1058	-2.58	-2.2	1.8958	-0.0923	1.2658	-3.1571	-2.9142	0.3818	-0.6982	-1.98	1.4658	2.9558	-0.0635	-2.98	-0.828	0.311	-0.342	-0.4802	0.5174	-3.6342	-1.1742	-1.5042	-0.519	-2.9621	-2.6121	0.0778	-0.547	1.1458	-0.1672	0.882	1.9258
TAP1	0.32055	-0.1969	-0.287	0.015	-0.171	0.0951	0.6261	0.0063	-0.348	-0.456	0.514	0.05905	-0.4709	0.32605	-0.1244	-0.94045	-0.403	-0.2789	-0.7129	-0.06651	0.698	0.9971	0.7831	-0.3329	-0.4369	-1.5829	-0.3432	-0.0486	-0.997	-0.78	0.3831	-0.0476	0.8311	-0.3999	0.0143	0.0615	-0.29645	-0.057345	-0.5629	-0.48395	0.0208	0.5791	0.1241	-0.3179	0.655	0.0318	0.0891	0.0166	0.79805	0.7751	-0.47495	0.9971	0.30705	0.4201	0.256	-0.2769	-0.3179	0.5651	-0.0947	-0.1573	0.1921	0.963	-0.7819	-0.34745	-0.5359	0.04125	0.15745	-1.0519	0.428	-0.0567	-0.475	0.207	-0.31795	0.242	-0.0043	0.253	0.50205	-0.13375	-0.7039	0.203	-0.365	-0.248	-0.7659	-0.237	-0.3169	0.237	-0.613	-0.3689	-1.52	-1.2	-0.4529	-0.73795	-0.9719	0.42105	0.1551	-0.5959	-0.84145	-0.603	-1.2229	-1.4229	1.22	-0.596	-0.339	0.528	-0.711	-0.05645	0.53055	-1.2729	0.5001	-0.0456	-0.302	0.11305	0.43055	0.4021	0.209	-0.2299	-0.2309	-0.429	-0.7289
SIAE	-0.68525	0.1425	0.494	-0.5895	0.052	-0.7155	-0.2765	0.1045	0.436	0.029	0.625	0.44675	-0.3645	-0.05475	-1.0585	-0.76175	0.101	-0.6735	0.2825	-0.2474	-0.203	-0.4385	-1.0475	-0.286	0.6405	-0.0505	0.71425	-0.5015	-0.453	0.433	0.2745	0.2005	-0.5945	0.7225	-0.211	0.133	1.30025	-0.55925	0.2315	0.88125	-0.57925	0.1465	-0.269	0.0815	-0.492	-0.584	-0.876	-0.2009	0.43225	-0.7325	0.25825	-0.4445	-0.15425	-0.5335	-0.053	-0.0935	-0.1738	-0.3191	-0.8845	-0.22573	-0.6455	0.0592	0.2335	0.48475	0.8705	-0.60125	-0.52525	-0.5375	-0.78	-0.1409	-0.579	-0.554	-0.5427	0.551	-0.3233	-0.963	-0.05225	0.04375	0.3345	-0.966	-0.315	-0.363	-0.3735	-0.0494	-0.4075	-0.148	-0.483	0.0385	-0.364	-1	-0.22218	-0.42375	-1.1555	-0.92925	-1.1455	-0.0855	-0.142	-1.03	-0.3555	-0.6805	-1.53	-0.344	-1	0.189	0.905	-0.5635	-0.29975	-0.8145	-0.3615	-0.4105	-1.09	-0.65475	-0.07925	-0.23327	-0.456	-0.4375	0.5005	-0.0601	-0.0975
HSPB1	-0.109675	-0.07875	0.491	0.46265	0.382	1.37365	-0.97335	0.55665	0.309	0.018	-1.06	0.130325	-0.32235	0.239825	0.16965	1.216825	-0.65	-0.84235	0.25365	0.02855	0.744	-0.54435	-0.43735	0.56465	-0.16535	-0.27835	0.969325	0.14765	0.629	-0.272	-0.60435	-0.31035	0.25265	1.48365	-0.0254	-0.45	-1.126175	-0.854175	0.22965	0.581825	0.548825	0.11565	-0.01975	0.37865	1.16	0.407	-0.787	0.04555	-1.508175	0.05095	0.473325	-0.02803	-0.025125	1.18365	0.113	0.14565	-0.55435	-0.65035	-0.31235	-0.04285	-0.87735	-0.604	0.65765	-1.016175	0.12365	0.976825	-0.364675	0.03455	-0.479	-0.11485	0.000499	-0.668	0.314325	-0.758	-0.02985	-0.428	0.507325	-0.900675	0.56565	-0.58	-1.39	-0.0157	0.26865	-1.08	0.17565	0.371	-1.45	-0.38335	-0.536	-0.965	-0.87335	-0.613675	0.02195	-0.371175	-0.34135	0.16765	-0.208675	-0.646	-0.42235	0.48565	-1.22	-0.465	0.378	-0.134	-0.928	-0.59435	0.265825	-1.82635	0.54265	-1.03635	0.0563	-0.181175	-0.111975	-0.60435	-0.445	0.01565	0.33765	-0.243	-0.04695
CD2AP	-0.0947575	-0.190915	0.0694	-0.246915	-0.243	0.140685	0.220085	0.279085	0.105	0.441	0.219	-0.0027575	-0.580915	-0.1474075	0.171585	0.1632425	0.0651	0.383085	-0.793915	0.274085	0.387	0.273085	0.000085	0.508085	0.334085	-0.339915	1.3180425	-0.389915	-0.226	0.401	0.576085	0.052385	0.907085	0.485085	0.071	0.578	-0.0098075	-0.6349575	0.237085	0.3390425	0.0165425	0.182785	0.107645	0.453085	0.589	-0.0634	-0.0899	0.149485	0.2975425	0.411085	-0.1314575	0.357085	0.5720425	-0.993915	0.228	-0.018915	-0.135915	0.360085	0.014085	0.231085	-0.557915	-0.0338	0.116774	0.2030425	-0.464915	0.0315775	-0.2819575	0.007085	-0.404	0.129485	-0.519	0.04	-0.1269575	-0.0432	0.320085	-0.132	-0.2279575	0.3400425	-0.104915	0.222	0.219	-0.0342	0.017785	-0.572	-0.267915	-0.173	0.393	-0.005915	0.703	0.0982	-0.028915	0.3045425	0.615085	0.2725425	0.174185	-0.236915	-0.3029575	-0.296	0.360085	-0.089915	-0.519	-0.547	-0.187	-0.291	0.404	-0.220915	0.1380425	-0.953915	0.038085	0.266085	-0.237	-0.2369575	-0.3579575	-0.277915	0.177	-0.252915	-0.051915	-0.737	-0.375915
CAP1	-0.057325	-0.09985	-0.266	-0.15085	0.361	0.85205	-0.23495	-0.33695	-0.333	0.0641	-0.152	-0.237475	-0.23295	-0.013875	0.31705	-0.770475	-0.265	-0.22895	-0.65395	-0.38595	-0.194	-0.09365	-0.46295	-0.21885	-0.26895	-0.11837	-0.761975	-0.17295	-0.0891	-0.329	0.81705	0.22605	0.32805	0.09005	0.0249	2.01	-0.837975	-0.406475	-0.17925	-0.933475	-0.002825	0.27905	-0.24495	-0.03545	-0.567	-0.265	-0.397	-0.27595	-0.096525	-0.03185	0.039875	1.45005	0.021725	-0.10255	0.0975	-0.25295	0.34905	0.45805	0.11105	0.09705	0.25605	0.234	0.26505	-0.139525	0.31605	-0.085975	0.144025	0.05105	0.307	0.50705	0.0629	-0.0459	-0.100775	0.0595	0.08205	0.102	0.399025	0.145525	0.00305	0.364	0.103	0.375	0.15905	0.504	-0.18015	-0.000935	-0.461	-0.29995	-0.924	-0.521	-0.76095	-0.327475	0.08705	-0.470475	-0.65295	-0.37595	-0.438475	-1.01	-0.48295	-0.51095	-0.355	-0.268	0.549	-0.149	-0.156	-0.36095	0.154025	0.20505	-0.39995	-0.47495	0.116	-0.158925	0.558025	-0.40695	0.238	-0.42295	-0.24895	-0.253	-0.15715
YARS	0.15255	-0.284	0.312	-0.197	0.164	1.243	-0.0933	-0.26	-0.511	0.326	-0.201	0.1295	-0.245	-0.1291	0.285	-0.1385	0.318	0.264	-0.134	0.0067	-0.307	-0.298	0.101	-0.12	-0.407	0.196	-0.4745	-0.0207	0.397	-0.298	-0.0382	-0.232	0.147	0.665	0.0313	-0.32	-0.1773	-0.08425	-0.764	-0.1735	-0.0391	0.302	0.0008	0.382	0.205	-0.62	0.26	0.0252	0.642	0.175	0.03549	0.147	0.7035	-0.284	-0.0362	0.528	-0.0654	-0.016764	-0.177	0.193	-0.186	-0.0835	0.646	0.013	0.118	0.309	-0.2445	0.0129	-0.175	0.029	-0.103	-0.182	-0.029	-0.52	-0.178	0.127	0.613	-0.0836	-0.146	-0.0608	-0.249	0.148	-0.228	-0.285	-0.0987	-0.307	-0.198	0.311	-0.353	-0.00408	-0.309	-0.4325	-0.193	-0.171	-0.1096	0.296	0.173	-0.128	0.109	-0.256	0.158	-0.456	0.19	-0.118	-0.244	-0.21	0.394	1.613	-0.403	-0.378	-0.0629	-0.07895	0.12055	0.223	0.112	-0.133	-0.1066	-0.191	-0.243
CPNE3	0.228238475	0.07947695	0.162	0.00167695	-0.0962	0.23547695	-0.55152305	-0.42052305	0.787	-0.39	-0.394	0.021438475	0.19447695	0.134238475	-0.05132305	0.437238475	0.605	-0.39352305	-0.16372305	0.34047695	-0.408	-0.32852305	-0.03242305	-0.46552305	-0.11432305	-0.43652305	-0.126911525	0.11947695	0.21	0.682	-0.13872305	-0.29352305	0.05347695	0.34247695	-0.265	-0.105	-0.538761525	0.026338475	0.15447695	-0.767761525	0.441238475	0.31947695	-0.05812305	-0.33452305	-0.0926	-0.0688	-0.483	0.09747695	0.385738475	-0.71352305	-0.080211525	0.02847695	0.993738475	-0.02482305	-0.614	0.32147695	-0.04312305	-0.19452305	-0.15612305	-0.10502305	0.09447695	0.317	0.32147695	0.149788475	-0.36352305	0.324738475	-0.008261525	-0.32952305	-0.312	-0.01722305	-0.261	0.236	-0.211761525	-0.229	0.09047695	-0.107	-0.079484575	-0.029411525	0.31547695	-0.116	-0.869	-0.0201	0.17347695	-0.193	0.21847695	-0.317	-0.476	-0.34652305	0.553	-0.235	-0.25852305	-0.254761525	-0.47652305	-0.491761525	-0.36152305	0.16947695	0.138738475	-0.541	0.14347695	-0.20552305	-0.325	-0.0351	-0.23	-0.313	-0.0493	-0.26452305	-0.428761525	0.66347695	-0.10022305	-0.49152305	0.266	0.153838475	-0.258761525	-0.65252305	-0.0655	-0.62452305	-0.01832305	1.54	-1.06952305
ME2	-0.14265	-0.2839	-0.229	-0.1709	0.0954	-0.07935	0.4611	-0.2079	0.133	-0.138	-0.0676	-0.24445	-0.169	-0.26395	0.3141	0.022565	-0.0332	0.3221	-0.08645	-0.4369	0.855	0.2111	-0.6919	0.1421	0.0791	0.0861	-0.58295	-0.2169	0.154	0.172	-0.1427	0.1611	-0.2629	-0.5149	0.294	-0.126	-0.30745	0.40605	-0.2609	-0.42045	0.28805	-0.0615	0.7291	-0.3679	0.146	0.0465	0.329	0.1491	0.27255	0.1891	-0.08905	0.3731	-0.059585	0.5801	0.317	-0.2649	-0.1161	0.3331	-0.1267	-0.3699	0.1841	0.25	-0.3259	0.16405	-0.2829	0.11905	0.20605	-0.0622	-0.113	-0.3759	-0.105	0.151	-0.0774	0.349	-0.0114	0.475	0.29455	0.04615	0.0481	0.0441	-0.401	-0.05	-0.0147	-0.00794	-0.1969	0.0473	-0.602	-0.2849	-0.673	-0.0684	-0.5459	-0.29995	-0.6429	0.26205	0.1181	-0.1752	-0.1736	-0.331	-0.4759	-1.0549	0.316	-0.372	0.175	-0.348	0.183	-0.3159	0.13555	-0.2069	0.3221	0.0271	0.018	0.013	-0.00295	0.2171	0.12	0.1951	0.7861	-0.266	-0.4289
YAP1	0.04685	-0.0041	0.857	-0.1057	0.178	-0.7949	-0.0711	-0.2459	-0.00151	-0.177	0.797	-0.0653	-0.6159	-1.32845	-0.4829	0.35205	-0.184	-0.0279	0.2371	-0.3249	0.435	-0.7539	-0.0085	-0.9999	0.2981	0.3461	0.23555	0.2001	0.0985	-0.102	0.3061	0.1271	-0.0461	0.3371	-0.00748	0.0766	0.38655	-0.039645	-0.3969	0.14175	-0.67245	-0.3619	-0.2279	-0.1292	0.0915	-0.312	0.119	-0.2309	0.61305	-0.5509	0.29205	-0.2719	-0.92145	-0.3999	-0.406	0.6221	-0.1626	-0.3619	-0.6039	0.4141	-0.0383	-0.319	-0.2539	0.04605	-0.007	0.01765	-0.169	-0.3679	-0.501	-0.3989	-0.108	0.00726	-0.2073	-0.389	-0.3029	-0.646	-0.134005	-0.42345	-0.6989	-0.143	-0.298	-0.254	0.2081	-0.966	-0.09534	-0.118	0.716	0.2711	-0.792	0.176	-0.4749	0.26905	-0.09046	-0.10045	-0.7339	0.1021	-0.20595	-0.325	0.2531	0.0561	-0.89	0.291	0.401	-0.288	0.742	0.2261	1.67855	-0.4469	-0.3719	-0.3439	-0.188	0.13955	-0.44995	-0.5999	0.023	0.0741	-0.0573	0.254	-0.8289
PSIP1	0.2765475	-0.528905	0.252	0.687095	-0.0175	0.427095	-0.570905	-0.036605	-0.86	-0.464	0.159	0.0701125	0.955095	-0.8279525	0.987095	-0.1105525	-0.96	-0.323905	0.053895	-0.248905	0.0223	0.253095	-0.158905	0.001295	0.173095	0.454095	0.0000475	0.553095	-0.0701	-0.395	0.121795	0.216095	-0.406905	0.120195	-0.0919	-0.29	0.7340475	-0.1128025	-0.331905	-0.2599525	0.2027475	0.337095	0.401095	0.803095	0.477	0.157	0.606	-0.242905	0.3790475	0.227095	0.0339525	-0.496905	0.8025475	0.768095	-0.319	0.739095	-0.643905	-0.669905	-0.305905	-0.762905	-0.476905	-0.192	-0.060905	-0.1134025	-0.523905	-0.1524525	0.1465475	-0.980905	0.378	-0.484905	0.173	-0.262	-0.0514525	-0.0254	0.394095	0.336	-0.0079525	-0.8024525	-0.556905	-0.843	0.643	0.0904	-0.325905	0.886	-0.104905	-0.129	-0.168	0.283095	0.143	0.42	0.166095	0.6645475	-0.140905	1.8195475	0.921095	0.182095	0.8760475	-0.187	0.728095	0.217095	-1.21	0.307	-0.411	-0.526	-0.207	-0.157905	0.1270475	-0.748905	0.674095	0.152095	-0.283	0.3955475	-0.8234525	-0.028905	0.307	0.880095	0.0391828	0.369	-0.042305
BCAT1	-1.389125	0.44855	-1.34	-1.31845	-1.67	-2.62145	-2.28145	-4.18145	1.34	-1.8	0.441	-0.257725	3.80855	-2.319225	-1.58145	-0.303425	0.789	-2.82145	-2.34045	-0.29145	-2.99	0.01855	-0.49245	-2.64145	0.62855	-1.86745	-1.42042	-2.16345	-1.98	-2.8	1.22855	-2.77145	-3.20145	0.27855	-1.83	0.503	-1.758725	-1.765725	-1.80345	0.676275	-2.205725	0.34855	-1.94645	-0.15145	-1.94	-2.73	-1.97	-1.62545	-1.324425	-2.98145	-2.133725	-1.79545	0.324275	-0.81945	-3.21	0.59855	-0.98645	-2.16845	-2.04045	0.25855	-2.08445	-1.17	-1.48195	-1.317675	-1.71945	0.448775	-0.595725	-2.01345	-1.56	0.64855	-1.47	0.699	-1.653725	-2.66	-2.72145	0.476	0.290275	-1.73103	-2.01645	-0.0315	1.33	-1.71	0.51855	-0.0464	-2.07645	-0.764	-0.954	-2.28945	-3.48	-1.48	-2.60145	-1.292975	-4.56145	-1.956225	-1.52445	0.97855	-2.354725	-1.68	-0.60445	-1.17045	-1.74	-2.1	-1.57	0.0313	-1.39	-1.34045	-1.653225	-1.33915	-3.41145	-0.34145	-1.26	-1.665875	-0.645225	-3.72145	-1.42	1.23855	-1.41595	-0.9	1.46855
ACAT2	0.3403	-0.6874	-0.151	-0.3994	0.58	0.1616	-0.8064	-0.6654	-0.348	-0.0827	-0.202	-0.35925	-0.9234	0.0948	0.6096	-0.3897	-0.551	0.9986	-0.5624	-0.7484	-0.559	-0.0284	-0.1352	-0.3514	-0.1762	-0.0964	0.2008	-0.4694	0.0655	-0.341	-0.3124	-0.6354	-0.1504	0.2026	0.00834	0.0632	-0.3177	-0.20145	-0.8724	-0.6057	0.3058	0.1176	0.2496	0.1866	0.0655	0.265	-0.297	-0.5754	-0.0062	-0.2684	-0.0772	-0.0833	0.8793	-0.16644	0.45	-0.3264	-0.5684	-0.1285	-0.7614	-0.6024	-0.15775	0.362	0.0096	-0.1266	0.2536	0.2623	-0.4602	-0.1656	-0.167	-0.4944	-0.333	0.0594	-0.4352	-0.92	-0.3814	0.84	0.0169	0.0067	-0.6034	0.182	0.079	-0.0595	-0.2025	-0.388	0.2546	0.481	0.0788	-0.5304	0.116	0.292	-0.4794	-0.00695	0.0746	0.3943	0.7656	-0.0204	0.7373	-0.391	-0.8234	-0.3864	0.0975	-0.000932	-0.485	-0.106	-0.342	-0.16313	-0.1152	-0.3874	-0.15967	1.3886	1	-0.1714	-0.4332	-0.4854	-0.0845	-0.6514	-0.1883	0.176	-0.7274
PEA15	0.03345	-0.0714	-0.0472	-0.2617	0.589	0.4793	-0.5397	0.3673	-0.456	-0.318	0.298	0.10475	0.0263	-0.35885	0.0813	0.15075	0.0291	-0.3397	-0.4067	0.0723	1.46	-0.1474	-0.5587	0.5403	0.0443	-0.1657	-0.20885	0.4383	0.4	0.177	-0.9907	0.2583	0.4563	-0.082413	-0.198	-0.139	0.29215	-0.12215	0.1833	0.12915	0.0651	0.5623	-0.2667	0.0363	-0.854	-0.262	0.0181	-0.4977	-0.75735	-0.2907	-0.53385	-0.0309	-0.18485	-0.1517	-0.0751	-0.3017	-0.07608	-0.0251	0.1743	-0.0043	-0.1613	-0.0929	0.2083	0.78965	-0.005	-0.2375	-0.22035	0.1093	-0.151	-0.0924	0.446	-0.33	0.48965	0.154	-0.3407	0.0843	0.54815	-0.28835	-0.2677	0.0404	-0.148	0.339	0.2243	0.201	-0.2447	-0.673	-0.861	-0.5457	-2.68	-0.699	-0.1748	0.12615	-0.3377	-0.16485	-0.3337	-0.08844	-0.66385	-1.03	0.0243	0.3213	-1.02	0.268	-1.1	-0.501	0.138	-0.2987	-0.03035	-1.0667	-0.4247	-1.3717	-0.151	-0.30435	0.2398	-0.0551	-0.0475	0.2253	-0.3647	-0.715	0.0713
ETHE1	0.0727	-0.0995	0.356	-0.1006	0.294	-0.7258	-0.2317	1.2012	-0.0325	0.464	-0.914	-0.1373	0.8222	0.6111	-0.5918	-0.3769	1.17	-0.9078	0.0742	0.0932	-0.639	0.0502	-0.059	-0.0493	0.0042	-0.1986	-0.14925	0.3472	-0.398	-0.523	-0.1896	-1.3888	0.5002	0.3152	-0.36	-0.866	-0.4864	-0.3899	0.9612	0.2011	0.3991	-0.14127	-0.4238	-0.9058	0.17	1.43	0.16	0.0332	0.0676	-0.2387	-0.03305	-0.6038	-0.4919	-0.4118	-0.199	-0.4468	0.0922	-0.6558	-0.3168	-0.1178	0.7272	-0.13	0.7522	0.3246	-0.6658	-0.0267	0.03265	-0.5238	-0.554	0.2872	0.301	-0.294	0.0711	-0.349	-0.3378	-0.275	0.7421	-0.19545	0.7352	0.431	-0.373	-0.232	0.2322	0.0946	-0.3348	0.158	-1.22	-0.9788	-0.576	-0.941	0.0272	-0.3044	2.0312	-0.1884	-0.5168	-0.13633	-0.9279	-0.421	-1.0888	-1.2088	-0.326	-0.541	-0.293	-0.539	0.238	-0.0028	-0.6174	-0.5178	-0.5768	-0.3858	0.715	-0.5864	-0.0493	-0.7598	0.193	-0.2988	-0.0018	-0.374	0.4542
